index,title,genre,release_date,ranking,director,cast,budget,runtime,cum_worldwide_gross,combined
41,Terminator 2: Judgment Day ,"Action; 
Sci-Fi",3 July 1991,8.5,JamesCameron,Arnold Schwarzenegger;Linda Hamilton;Edward Furlong;Robert Patrick;Earl Boen;Joe Morton;S. Epatha Merkerson;Castulo Guerra;Danny Cooksey;Jenette Goldstein;Xander Berkeley;Leslie Hamilton Gearren;Ken Gibbel;Robert Winley;Peter Schrum,102000000.0,137.0,315000000.0,"Action; 
Sci-Fi 8.5 JamesCameron Arnold Schwarzenegger;Linda Hamilton;Edward Furlong;Robert Patrick;Earl Boen;Joe Morton;S. Epatha Merkerson;Castulo Guerra;Danny Cooksey;Jenette Goldstein;Xander Berkeley;Leslie Hamilton Gearren;Ken Gibbel;Robert Winley;Peter Schrum"
42,Back to the Future ,"Adventure; 
Comedy; 
Sci-Fi",3 July 1985,8.5,RobertZemeckis,Michael J. Fox;Christopher Lloyd;Lea Thompson;Crispin Glover;Thomas F. Wilson;Claudia Wells;Marc McClure;Wendie Jo Sperber;George DiCenzo;Frances Lee McCain;James Tolkan;J.J. Cohen;Casey Siemaszko;Billy Zane;Harry Waters Jr.,19000000.0,116.0,381109762.0,"Adventure; 
Comedy; 
Sci-Fi 8.5 RobertZemeckis Michael J. Fox;Christopher Lloyd;Lea Thompson;Crispin Glover;Thomas F. Wilson;Claudia Wells;Marc McClure;Wendie Jo Sperber;George DiCenzo;Frances Lee McCain;James Tolkan;J.J. Cohen;Casey Siemaszko;Billy Zane;Harry Waters Jr."
43,Whiplash ,"Drama; 
Music",15 October 2014,8.5,DamienChazelle,Miles Teller;J.K. Simmons;Paul Reiser;Melissa Benoist;Austin Stowell;Nate Lang;Chris Mulkey;Damon Gupton;Suanne Spoke;Max Kasch;Charlie Ian;Jayson Blair;Kofi Siriboe;Kavita Patil;C.J. Vana,3300000.0,106.0,48982041.0,"Drama; 
Music 8.5 DamienChazelle Miles Teller;J.K. Simmons;Paul Reiser;Melissa Benoist;Austin Stowell;Nate Lang;Chris Mulkey;Damon Gupton;Suanne Spoke;Max Kasch;Charlie Ian;Jayson Blair;Kofi Siriboe;Kavita Patil;C.J. Vana"
44,Rear Window ,"Mystery; 
Thriller",September 1954,8.5,AlfredHitchcock,James Stewart;Grace Kelly;Wendell Corey;Thelma Ritter;Raymond Burr;Judith Evelyn;Ross Bagdasarian;Georgine Darcy;Sara Berner;Frank Cady;Jesslyn Fax;Rand Harper;Irene Winston;Havis Davenport,1000000.0,112.0,36888916.0,"Mystery; 
Thriller 8.5 AlfredHitchcock James Stewart;Grace Kelly;Wendell Corey;Thelma Ritter;Raymond Burr;Judith Evelyn;Ross Bagdasarian;Georgine Darcy;Sara Berner;Frank Cady;Jesslyn Fax;Rand Harper;Irene Winston;Havis Davenport"
45,Raiders of the Lost Ark ,"Action; 
Adventure",12 June 1981,8.5,StevenSpielberg,Harrison Ford;Karen Allen;Paul Freeman;Ronald Lacey;John Rhys-Davies;Denholm Elliott;Alfred Molina;Wolf Kahler;Anthony Higgins;Vic Tablian;Don Fellows;William Hootkins;Bill Reimbold;Fred Sorenson;Patrick Durkin,18000000.0,115.0,389925971.0,"Action; 
Adventure 8.5 StevenSpielberg Harrison Ford;Karen Allen;Paul Freeman;Ronald Lacey;John Rhys-Davies;Denholm Elliott;Alfred Molina;Wolf Kahler;Anthony Higgins;Vic Tablian;Don Fellows;William Hootkins;Bill Reimbold;Fred Sorenson;Patrick Durkin"
46,The Lion King ,,24 June 1994,8.5,"RobMinkoff,RogerAllers",Rowan Atkinson;Matthew Broderick;Niketa Calame-Harris;Jim Cummings;Whoopi Goldberg;Robert Guillaume;Jeremy Irons;James Earl Jones;Moira Kelly;Nathan Lane;Zoe Leader;Cheech Marin;Ernie Sabella;Madge Sinclair;Jonathan Taylor Thomas,45000000.0,88.0,987483777.0," 8.5 RobMinkoff,RogerAllers Rowan Atkinson;Matthew Broderick;Niketa Calame-Harris;Jim Cummings;Whoopi Goldberg;Robert Guillaume;Jeremy Irons;James Earl Jones;Moira Kelly;Nathan Lane;Zoe Leader;Cheech Marin;Ernie Sabella;Madge Sinclair;Jonathan Taylor Thomas"
47,Gladiator ,"Action; 
Adventure; 
Drama",5 May 2000,8.5,RidleyScott,Russell Crowe;Joaquin Phoenix;Connie Nielsen;Oliver Reed;Richard Harris;Derek Jacobi;Djimon Hounsou;David Schofield;John Shrapnel;Tomas Arana;Ralf Moeller;Spencer Treat Clark;David Hemmings;Tommy Flanagan;Sven-Ole Thorsen,103000000.0,155.0,457640427.0,"Action; 
Adventure; 
Drama 8.5 RidleyScott Russell Crowe;Joaquin Phoenix;Connie Nielsen;Oliver Reed;Richard Harris;Derek Jacobi;Djimon Hounsou;David Schofield;John Shrapnel;Tomas Arana;Ralf Moeller;Spencer Treat Clark;David Hemmings;Tommy Flanagan;Sven-Ole Thorsen"
48,The Prestige ,"Drama; 
Mystery; 
Sci-Fi",20 October 2006,8.5,ChristopherNolan,Hugh Jackman;Christian Bale;Michael Caine;Piper Perabo;Rebecca Hall;Scarlett Johansson;Samantha Mahurin;David Bowie;Andy Serkis;Daniel Davis;Jim Piddock;Christopher Neame;Mark Ryan;Roger Rees;Jamie Harris,40000000.0,130.0,109676311.0,"Drama; 
Mystery; 
Sci-Fi 8.5 ChristopherNolan Hugh Jackman;Christian Bale;Michael Caine;Piper Perabo;Rebecca Hall;Scarlett Johansson;Samantha Mahurin;David Bowie;Andy Serkis;Daniel Davis;Jim Piddock;Christopher Neame;Mark Ryan;Roger Rees;Jamie Harris"
49,Apocalypse Now ,"Drama; 
War",15 August 1979,8.5,FrancisFordCoppola,Marlon Brando;Martin Sheen;Robert Duvall;Frederic Forrest;Sam Bottoms;Laurence Fishburne;Albert Hall;Harrison Ford;Dennis Hopper;G.D. Spradlin;Jerry Ziesmer;Scott Glenn;Bo Byers;James Keane;Kerry Rossall,31500000.0,147.0,,"Drama; 
War 8.5 FrancisFordCoppola Marlon Brando;Martin Sheen;Robert Duvall;Frederic Forrest;Sam Bottoms;Laurence Fishburne;Albert Hall;Harrison Ford;Dennis Hopper;G.D. Spradlin;Jerry Ziesmer;Scott Glenn;Bo Byers;James Keane;Kerry Rossall"
50,Memento ,"Mystery; 
Thriller",25 May 2001,8.5,ChristopherNolan,Guy Pearce;Carrie-Anne Moss;Joe Pantoliano;Mark Boone Junior;Russ Fega;Jorja Fox;Stephen Tobolowsky;Harriet Sansom Harris;Thomas Lennon;Callum Keith Rennie;Kimberly Campbell;Marianne Muellerleile;Larry Holden,9000000.0,113.0,39723096.0,"Mystery; 
Thriller 8.5 ChristopherNolan Guy Pearce;Carrie-Anne Moss;Joe Pantoliano;Mark Boone Junior;Russ Fega;Jorja Fox;Stephen Tobolowsky;Harriet Sansom Harris;Thomas Lennon;Callum Keith Rennie;Kimberly Campbell;Marianne Muellerleile;Larry Holden"
51,Alien ,,22 June 1979,8.5,RidleyScott,Tom Skerritt;Sigourney Weaver;Veronica Cartwright;Harry Dean Stanton;John Hurt;Ian Holm;Yaphet Kotto;Bolaji Badejo;Helen Horton,11000000.0,116.0,203630630.0, 8.5 RidleyScott Tom Skerritt;Sigourney Weaver;Veronica Cartwright;Harry Dean Stanton;John Hurt;Ian Holm;Yaphet Kotto;Bolaji Badejo;Helen Horton
52,The Great Dictator ,"Comedy; 
Drama; 
War",7 March 1941,8.5,CharlesChaplin,Charles Chaplin;Jack Oakie;Reginald Gardiner;Henry Daniell;Billy Gilbert;Grace Hayle;Carter DeHaven;Paulette Goddard;Maurice Moscovitch;Emma Dunn;Bernard Gorcey;Paul Weigel;Chester Conklin;Esther Michelson;Hank Mann,2000000.0,125.0,11000000.0,"Comedy; 
Drama; 
War 8.5 CharlesChaplin Charles Chaplin;Jack Oakie;Reginald Gardiner;Henry Daniell;Billy Gilbert;Grace Hayle;Carter DeHaven;Paulette Goddard;Maurice Moscovitch;Emma Dunn;Bernard Gorcey;Paul Weigel;Chester Conklin;Esther Michelson;Hank Mann"
53,Nuovo Cinema Paradiso ,Drama,17 November 1988,8.5,GiuseppeTornatore,Antonella Attili;Enzo Cannavale;Isa Danieli;Leo Gullotta;Marco Leonardi;Pupella Maggio;Agnese Nano;Leopoldo Trieste;Salvatore Cascio;Tano Cimarosa;Nicola Di Pinto;Roberta Lena;Nino Terzo;Jacques Perrin;Philippe Noiret,5000000.0,155.0,,Drama 8.5 GiuseppeTornatore Antonella Attili;Enzo Cannavale;Isa Danieli;Leo Gullotta;Marco Leonardi;Pupella Maggio;Agnese Nano;Leopoldo Trieste;Salvatore Cascio;Tano Cimarosa;Nicola Di Pinto;Roberta Lena;Nino Terzo;Jacques Perrin;Philippe Noiret
54,Hotaru no haka ,,16 April 1988,8.5,IsaoTakahata,Tsutomu Tatsumi;Ayano Shiraishi;Yoshiko Shinohara;Akemi Yamaguchi;Tadashi Nakamura;Marcy Bannor;Shelley Calene-Black;Luci Christian;Shannon Conley;Justin Doran;Crispin Freeman;Adam Gibbs;Dan Green;Amy Jones;Susan O. Koozin,3700000.0,89.0,, 8.5 IsaoTakahata Tsutomu Tatsumi;Ayano Shiraishi;Yoshiko Shinohara;Akemi Yamaguchi;Tadashi Nakamura;Marcy Bannor;Shelley Calene-Black;Luci Christian;Shannon Conley;Justin Doran;Crispin Freeman;Adam Gibbs;Dan Green;Amy Jones;Susan O. Koozin
55,Avengers: Infinity War ,"Action; 
Adventure; 
Fantasy",27 April 2018,8.5,"JoeRusso,AnthonyRusso",Robert Downey Jr.;Chris Hemsworth;Mark Ruffalo;Chris Evans;Scarlett Johansson;Don Cheadle;Benedict Cumberbatch;Tom Holland;Chadwick Boseman;Zoe Saldana;Karen Gillan;Tom Hiddleston;Paul Bettany;Elizabeth Olsen;Anthony Mackie,321000000.0,149.0,2048709917.0,"Action; 
Adventure; 
Fantasy 8.5 JoeRusso,AnthonyRusso Robert Downey Jr.;Chris Hemsworth;Mark Ruffalo;Chris Evans;Scarlett Johansson;Don Cheadle;Benedict Cumberbatch;Tom Holland;Chadwick Boseman;Zoe Saldana;Karen Gillan;Tom Hiddleston;Paul Bettany;Elizabeth Olsen;Anthony Mackie"
56,Sunset Blvd. ,"Drama; 
Film-Noir",29 September 1950,8.4,BillyWilder,William Holden;Gloria Swanson;Erich von Stroheim;Nancy Olson;Fred Clark;Lloyd Gough;Jack Webb;Franklyn Farnum;Larry J. Blake;Charles Dayton;Cecil B. DeMille;Hedda Hopper;Buster Keaton;Anna Q. Nilsson;H.B. Warner,1752000.0,110.0,5303175.0,"Drama; 
Film-Noir 8.4 BillyWilder William Holden;Gloria Swanson;Erich von Stroheim;Nancy Olson;Fred Clark;Lloyd Gough;Jack Webb;Franklyn Farnum;Larry J. Blake;Charles Dayton;Cecil B. DeMille;Hedda Hopper;Buster Keaton;Anna Q. Nilsson;H.B. Warner"
57,The Lives of Others ,"Drama; 
Thriller",23 March 2006,8.4,FlorianHenckelvonDonnersmarck,Martina Gedeck;Ulrich Mühe;Sebastian Koch;Ulrich Tukur;Thomas Thieme;Hans-Uwe Bauer;Volkmar Kleinert;Matthias Brenner;Charly Hübner;Herbert Knaup;Bastian Trost;Marie Gruber;Volker Michalowski;Werner Daehn;Martin Brambach,2000000.0,137.0,77356819.0,"Drama; 
Thriller 8.4 FlorianHenckelvonDonnersmarck Martina Gedeck;Ulrich Mühe;Sebastian Koch;Ulrich Tukur;Thomas Thieme;Hans-Uwe Bauer;Volkmar Kleinert;Matthias Brenner;Charly Hübner;Herbert Knaup;Bastian Trost;Marie Gruber;Volker Michalowski;Werner Daehn;Martin Brambach"
58,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Comedy,29 January 1964,8.4,StanleyKubrick,Peter Sellers;George C. Scott;Sterling Hayden;Keenan Wynn;Slim Pickens;Peter Bull;James Earl Jones;Tracy Reed;Jack Creley;Frank Berry;Robert O'Neil;Glenn Beck;Roy Stephens;Shane Rimmer;Hal Galili,1800000.0,95.0,,Comedy 8.4 StanleyKubrick Peter Sellers;George C. Scott;Sterling Hayden;Keenan Wynn;Slim Pickens;Peter Bull;James Earl Jones;Tracy Reed;Jack Creley;Frank Berry;Robert O'Neil;Glenn Beck;Roy Stephens;Shane Rimmer;Hal Galili
59,Paths of Glory ,"Drama; 
War",November 1957,8.4,StanleyKubrick,Kirk Douglas;Ralph Meeker;Adolphe Menjou;George Macready;Wayne Morris;Richard Anderson;Joe Turkel;Christiane Kubrick;Jerry Hausner;Peter Capell;Emile Meyer;Bert Freed;Kem Dibbs;Timothy Carey;Fred Bell,935000.0,88.0,,"Drama; 
War 8.4 StanleyKubrick Kirk Douglas;Ralph Meeker;Adolphe Menjou;George Macready;Wayne Morris;Richard Anderson;Joe Turkel;Christiane Kubrick;Jerry Hausner;Peter Capell;Emile Meyer;Bert Freed;Kem Dibbs;Timothy Carey;Fred Bell"
60,The Shining ,"Drama; 
Horror",13 June 1980,8.4,StanleyKubrick,Jack Nicholson;Shelley Duvall;Danny Lloyd;Scatman Crothers;Barry Nelson;Philip Stone;Joe Turkel;Anne Jackson;Tony Burton;Lia Beldam;Billie Gibson;Barry Dennen;David Baxt;Manning Redwood;Lisa Burns,19000000.0,144.0,,"Drama; 
Horror 8.4 StanleyKubrick Jack Nicholson;Shelley Duvall;Danny Lloyd;Scatman Crothers;Barry Nelson;Philip Stone;Joe Turkel;Anne Jackson;Tony Burton;Lia Beldam;Billie Gibson;Barry Dennen;David Baxt;Manning Redwood;Lisa Burns"
61,Django Unchained ,"Drama; 
Western",25 December 2012,8.4,QuentinTarantino,Jamie Foxx;Christoph Waltz;Leonardo DiCaprio;Kerry Washington;Samuel L. Jackson;Walton Goggins;Dennis Christopher;James Remar;David Steen;Dana Gourrier;Nichole Galicia;Laura Cayouette;Ato Essandoh;Sammi Rotibi;Clay Donahue Fontenot,100000000.0,165.0,425368238.0,"Drama; 
Western 8.4 QuentinTarantino Jamie Foxx;Christoph Waltz;Leonardo DiCaprio;Kerry Washington;Samuel L. Jackson;Walton Goggins;Dennis Christopher;James Remar;David Steen;Dana Gourrier;Nichole Galicia;Laura Cayouette;Ato Essandoh;Sammi Rotibi;Clay Donahue Fontenot"
62,WALL·E ,,27 June 2008,8.4,AndrewStanton,Ben Burtt;Elissa Knight;Jeff Garlin;Fred Willard;MacInTalk;John Ratzenberger;Kathy Najimy;Sigourney Weaver;Teddy Newton;Bob Bergen;John Cygan;Pete Docter;Paul Eiding;Donald Fullilove;Teresa Ganzel,180000000.0,98.0,534767889.0, 8.4 AndrewStanton Ben Burtt;Elissa Knight;Jeff Garlin;Fred Willard;MacInTalk;John Ratzenberger;Kathy Najimy;Sigourney Weaver;Teddy Newton;Bob Bergen;John Cygan;Pete Docter;Paul Eiding;Donald Fullilove;Teresa Ganzel
63,Mononoke-hime ,,26 November 1999,8.4,HayaoMiyazaki,Billy Crudup;Billy Bob Thornton;Minnie Driver;John DiMaggio;Claire Danes;John DeMita;Jada Pinkett Smith;Gillian Anderson;Keith David;Corey Burton;Tara Strong;Julia Fletcher;Debi Derryberry;Alex Fernandez;Jack Fletcher,,134.0,159375308.0, 8.4 HayaoMiyazaki Billy Crudup;Billy Bob Thornton;Minnie Driver;John DiMaggio;Claire Danes;John DeMita;Jada Pinkett Smith;Gillian Anderson;Keith David;Corey Burton;Tara Strong;Julia Fletcher;Debi Derryberry;Alex Fernandez;Jack Fletcher
64,Witness for the Prosecution ,"Crime; 
Drama; 
Mystery",6 February 1958,8.4,BillyWilder,Tyrone Power;Marlene Dietrich;Charles Laughton;Elsa Lanchester;John Williams;Henry Daniell;Ian Wolfe;Torin Thatcher;Norma Varden;Una O'Connor;Francis Compton;Philip Tonge;Ruta Lee,3000000.0,116.0,16350000.0,"Crime; 
Drama; 
Mystery 8.4 BillyWilder Tyrone Power;Marlene Dietrich;Charles Laughton;Elsa Lanchester;John Williams;Henry Daniell;Ian Wolfe;Torin Thatcher;Norma Varden;Una O'Connor;Francis Compton;Philip Tonge;Ruta Lee"
65,American Beauty ,Drama,1 October 1999,8.4,SamMendes,Kevin Spacey;Annette Bening;Thora Birch;Wes Bentley;Mena Suvari;Peter Gallagher;Allison Janney;Chris Cooper;Scott Bakula;Sam Robards;Barry Del Sherman;Ara Celi;John Cho;Fort Atkinson;Sue Casey,15000000.0,122.0,226200000.0,Drama 8.4 SamMendes Kevin Spacey;Annette Bening;Thora Birch;Wes Bentley;Mena Suvari;Peter Gallagher;Allison Janney;Chris Cooper;Scott Bakula;Sam Robards;Barry Del Sherman;Ara Celi;John Cho;Fort Atkinson;Sue Casey
66,The Dark Knight Rises ,"Action; 
Thriller",20 July 2012,8.4,ChristopherNolan,Christian Bale;Gary Oldman;Tom Hardy;Joseph Gordon-Levitt;Anne Hathaway;Marion Cotillard;Morgan Freeman;Michael Caine;Matthew Modine;Alon Aboutboul;Ben Mendelsohn;Burn Gorman;Daniel Sunjata;Aidan Gillen;Sam Kennard,250000000.0,164.0,1084939099.0,"Action; 
Thriller 8.4 ChristopherNolan Christian Bale;Gary Oldman;Tom Hardy;Joseph Gordon-Levitt;Anne Hathaway;Marion Cotillard;Morgan Freeman;Michael Caine;Matthew Modine;Alon Aboutboul;Ben Mendelsohn;Burn Gorman;Daniel Sunjata;Aidan Gillen;Sam Kennard"
67,Oldeuboi ,"Action; 
Drama; 
Mystery",21 November 2003,8.4,Chan-wookPark,Min-sik Choi;Ji-tae Yu;Hye-jeong Kang;Dae-han Ji;Dal-su Oh;Byeong-ok Kim;Seung-shin Lee;Jin-seo Yoon;Dae-yeon Lee;Kwang-rok Oh;Tae-kyung Oh;Yeon-Seok Yoo;Il-han Oo;Su-hyeon Kim;Seung-jin Lee,3000000.0,120.0,14980005.0,"Action; 
Drama; 
Mystery 8.4 Chan-wookPark Min-sik Choi;Ji-tae Yu;Hye-jeong Kang;Dae-han Ji;Dal-su Oh;Byeong-ok Kim;Seung-shin Lee;Jin-seo Yoon;Dae-yeon Lee;Kwang-rok Oh;Tae-kyung Oh;Yeon-Seok Yoo;Il-han Oo;Su-hyeon Kim;Seung-jin Lee"
68,Aliens ,"Action; 
Adventure; 
Sci-Fi",18 July 1986,8.4,JamesCameron,Sigourney Weaver;Carrie Henn;Michael Biehn;Paul Reiser;Lance Henriksen;Bill Paxton;William Hope;Jenette Goldstein;Al Matthews;Mark Rolston;Ricco Ross;Colette Hiller;Daniel Kash;Cynthia Dale Scott;Tip Tipping,18500000.0,137.0,131060248.0,"Action; 
Adventure; 
Sci-Fi 8.4 JamesCameron Sigourney Weaver;Carrie Henn;Michael Biehn;Paul Reiser;Lance Henriksen;Bill Paxton;William Hope;Jenette Goldstein;Al Matthews;Mark Rolston;Ricco Ross;Colette Hiller;Daniel Kash;Cynthia Dale Scott;Tip Tipping"
69,Once Upon a Time in America ,"Crime; 
Drama",1 June 1984,8.4,SergioLeone,Robert De Niro;James Woods;Elizabeth McGovern;Treat Williams;Tuesday Weld;Burt Young;Joe Pesci;Danny Aiello;William Forsythe;James Hayden;Darlanne Fluegel;Larry Rapp;Dutch Miller;Robert Harper;Richard Bright,30000000.0,229.0,,"Crime; 
Drama 8.4 SergioLeone Robert De Niro;James Woods;Elizabeth McGovern;Treat Williams;Tuesday Weld;Burt Young;Joe Pesci;Danny Aiello;William Forsythe;James Hayden;Darlanne Fluegel;Larry Rapp;Dutch Miller;Robert Harper;Richard Bright"
70,Coco ,,22 November 2017,8.4,"AdrianMolina,LeeUnkrich",Anthony Gonzalez;Gael García Bernal;Benjamin Bratt;Alanna Ubach;Renee Victor;Jaime Camil;Alfonso Arau;Herbert Siguenza;Gabriel Iglesias;Lombardo Boyar;Ana Ofelia Murguía;Natalia Cordova-Buckley;Selene Luna;Edward James Olmos;Sofía Espinosa,175000000.0,109.0,807082196.0," 8.4 AdrianMolina,LeeUnkrich Anthony Gonzalez;Gael García Bernal;Benjamin Bratt;Alanna Ubach;Renee Victor;Jaime Camil;Alfonso Arau;Herbert Siguenza;Gabriel Iglesias;Lombardo Boyar;Ana Ofelia Murguía;Natalia Cordova-Buckley;Selene Luna;Edward James Olmos;Sofía Espinosa"
71,Das Boot ,"Adventure; 
Drama; 
Thriller",17 September 1981,8.4,WolfgangPetersen,Jürgen Prochnow;Herbert Grönemeyer;Klaus Wennemann;Hubertus Bengsch;Martin Semmelrogge;Bernd Tauber;Erwin Leder;Martin May;Heinz Hoenig;Uwe Ochsenknecht;Claude-Oliver Rudolph;Jan Fedder;Ralf Richter;Joachim Bernhard;Oliver Stritzel,14000000.0,149.0,73482661.0,"Adventure; 
Drama; 
Thriller 8.4 WolfgangPetersen Jürgen Prochnow;Herbert Grönemeyer;Klaus Wennemann;Hubertus Bengsch;Martin Semmelrogge;Bernd Tauber;Erwin Leder;Martin May;Heinz Hoenig;Uwe Ochsenknecht;Claude-Oliver Rudolph;Jan Fedder;Ralf Richter;Joachim Bernhard;Oliver Stritzel"
72,Citizen Kane ,"Drama; 
Mystery",5 September 1941,8.4,OrsonWelles,Joseph Cotten;Dorothy Comingore;Agnes Moorehead;Ruth Warrick;Ray Collins;Erskine Sanford;Everett Sloane;William Alland;Paul Stewart;George Coulouris;Fortunio Bonanova;Gus Schilling;Philip Van Zandt;Georgia Backus;Harry Shannon,839727.0,119.0,,"Drama; 
Mystery 8.4 OrsonWelles Joseph Cotten;Dorothy Comingore;Agnes Moorehead;Ruth Warrick;Ray Collins;Erskine Sanford;Everett Sloane;William Alland;Paul Stewart;George Coulouris;Fortunio Bonanova;Gus Schilling;Philip Van Zandt;Georgia Backus;Harry Shannon"
73,Braveheart ,,24 May 1995,8.4,MelGibson,James Robinson;Sean Lawlor;Sandy Nelson;James Cosmo;Sean McGinley;Alan Tall;Andrew Weir;Gerda Stevenson;Ralph Riach;Mhairi Calvey;Brian Cox;Patrick McGoohan;Peter Hanly;Sophie Marceau;Stephen Billington,72000000.0,178.0,210409945.0, 8.4 MelGibson James Robinson;Sean Lawlor;Sandy Nelson;James Cosmo;Sean McGinley;Alan Tall;Andrew Weir;Gerda Stevenson;Ralph Riach;Mhairi Calvey;Brian Cox;Patrick McGoohan;Peter Hanly;Sophie Marceau;Stephen Billington
74,Vertigo ,"Mystery; 
Romance; 
Thriller",21 July 1958,8.3,AlfredHitchcock,James Stewart;Kim Novak;Barbara Bel Geddes;Tom Helmore;Henry Jones;Raymond Bailey;Ellen Corby;Konstantin Shayne;Lee Patrick,2479000.0,128.0,25000000.0,"Mystery; 
Romance; 
Thriller 8.3 AlfredHitchcock James Stewart;Kim Novak;Barbara Bel Geddes;Tom Helmore;Henry Jones;Raymond Bailey;Ellen Corby;Konstantin Shayne;Lee Patrick"
75,North by Northwest ,"Adventure; 
Mystery; 
Thriller",26 September 1959,8.3,AlfredHitchcock,Cary Grant;Eva Marie Saint;James Mason;Jessie Royce Landis;Leo G. Carroll;Josephine Hutchinson;Philip Ober;Martin Landau;Adam Williams;Edward Platt;Robert Ellenstein;Les Tremayne;Philip Coolidge;Patrick McVey;Edward Binns,3101000.0,136.0,22213000.0,"Adventure; 
Mystery; 
Thriller 8.3 AlfredHitchcock Cary Grant;Eva Marie Saint;James Mason;Jessie Royce Landis;Leo G. Carroll;Josephine Hutchinson;Philip Ober;Martin Landau;Adam Williams;Edward Platt;Robert Ellenstein;Les Tremayne;Philip Coolidge;Patrick McVey;Edward Binns"
76,Reservoir Dogs ,"Crime; 
Drama; 
Thriller",2 September 1992,8.3,QuentinTarantino,Harvey Keitel;Tim Roth;Michael Madsen;Chris Penn;Steve Buscemi;Lawrence Tierney;Randy Brooks;Kirk Baltz;Edward Bunker;Quentin Tarantino;Rich Turner;David Steen;Tony Cosmo;Stevo Polyi;Michael Sottile,1200000.0,99.0,,"Crime; 
Drama; 
Thriller 8.3 QuentinTarantino Harvey Keitel;Tim Roth;Michael Madsen;Chris Penn;Steve Buscemi;Lawrence Tierney;Randy Brooks;Kirk Baltz;Edward Bunker;Quentin Tarantino;Rich Turner;David Steen;Tony Cosmo;Stevo Polyi;Michael Sottile"
77,Star Wars: Episode VI - Return of the Jedi ,"Action; 
Adventure; 
Fantasy",25 May 1983,8.3,RichardMarquand,Mark Hamill;Harrison Ford;Carrie Fisher;Billy Dee Williams;Anthony Daniels;Peter Mayhew;Sebastian Shaw;Ian McDiarmid;Frank Oz;James Earl Jones;David Prowse;Alec Guinness;Kenny Baker;Michael Pennington;Kenneth Colley,32500000.0,131.0,572705079.0,"Action; 
Adventure; 
Fantasy 8.3 RichardMarquand Mark Hamill;Harrison Ford;Carrie Fisher;Billy Dee Williams;Anthony Daniels;Peter Mayhew;Sebastian Shaw;Ian McDiarmid;Frank Oz;James Earl Jones;David Prowse;Alec Guinness;Kenny Baker;Michael Pennington;Kenneth Colley"
78,M - Eine Stadt sucht einen Mörder ,"Crime; 
Mystery; 
Thriller",31 August 1931,8.3,FritzLang,Peter Lorre;Ellen Widmann;Inge Landgut;Otto Wernicke;Theodor Loos;Gustaf Gründgens;Friedrich Gnaß;Fritz Odemar;Paul Kemp;Theo Lingen;Rudolf Blümner;Georg John;Franz Stein;Ernst Stahl-Nachbaur;Gerhard Bienert,,117.0,,"Crime; 
Mystery; 
Thriller 8.3 FritzLang Peter Lorre;Ellen Widmann;Inge Landgut;Otto Wernicke;Theodor Loos;Gustaf Gründgens;Friedrich Gnaß;Fritz Odemar;Paul Kemp;Theo Lingen;Rudolf Blümner;Georg John;Franz Stein;Ernst Stahl-Nachbaur;Gerhard Bienert"
79,Kimi no na wa. ,,26 August 2016,8.4,MakotoShinkai,Ryûnosuke Kamiki;Mone Kamishiraishi;Ryô Narita;Aoi Yûki;Nobunaga Shimazaki;Kaito Ishikawa;Kanon Tani;Masaki Terasoma;Sayaka Ôhara;Kazuhiko Inoue;Chafûrin;Kana Hanazawa;Yuka Terasaki;Takashi Onozuka;Yôhei Namekawa,,106.0,357986087.0, 8.4 MakotoShinkai Ryûnosuke Kamiki;Mone Kamishiraishi;Ryô Narita;Aoi Yûki;Nobunaga Shimazaki;Kaito Ishikawa;Kanon Tani;Masaki Terasoma;Sayaka Ôhara;Kazuhiko Inoue;Chafûrin;Kana Hanazawa;Yuka Terasaki;Takashi Onozuka;Yôhei Namekawa
80,Amadeus ,,19 September 1984,8.3,MilosForman,F. Murray Abraham;Tom Hulce;Elizabeth Berridge;Roy Dotrice;Simon Callow;Christine Ebersole;Jeffrey Jones;Charles Kay;Kenneth McMillan;Kenny Baker;Lisbeth Bartlett;Barbara Bryne;Martin Cavina;Roderick Cook;Milan Demjanenko,18000000.0,160.0,, 8.3 MilosForman F. Murray Abraham;Tom Hulce;Elizabeth Berridge;Roy Dotrice;Simon Callow;Christine Ebersole;Jeffrey Jones;Charles Kay;Kenneth McMillan;Kenny Baker;Lisbeth Bartlett;Barbara Bryne;Martin Cavina;Roderick Cook;Milan Demjanenko
81,Requiem for a Dream ,Drama,3 November 2000,8.3,DarrenAronofsky,Ellen Burstyn;Jared Leto;Jennifer Connelly;Marlon Wayans;Christopher McDonald;Louise Lasser;Marcia Jean Kurtz;Janet Sarno;Suzanne Shepherd;Joanne Gordon;Charlotte Aronofsky;Mark Margolis;Michael Kaycheck;Jack O'Connell;Chas Mastin,4500000.0,102.0,7390108.0,Drama 8.3 DarrenAronofsky Ellen Burstyn;Jared Leto;Jennifer Connelly;Marlon Wayans;Christopher McDonald;Louise Lasser;Marcia Jean Kurtz;Janet Sarno;Suzanne Shepherd;Joanne Gordon;Charlotte Aronofsky;Mark Margolis;Michael Kaycheck;Jack O'Connell;Chas Mastin
